rotation,crop_scale,color_jitter,erasing_prob,avg_train_loss,avg_val_loss,avg_val_acc
0,1.0,0.0,0.0,1.740902133628214,1.676882124018245,0.4554721280666728
0,1.0,0.0,0.0,1.81313591403683,1.8137959410138424,0.426407675465153
20,0.8,0.2,0.5,1.81077399255619,1.8158436128549251,0.4234531223994857
